Tórshavn,62.0000,-6.7833,Faroe Islands,FO,,primary,13326,13326
Klaksvík,62.2375,-6.5390,Faroe Islands,FO,,admin,4664,4664
Hvalba,61.6000,-6.9556,Faroe Islands,FO,,admin,713,713
Skopun,61.9125,-6.8719,Faroe Islands,FO,,admin,446,446
Hvannasund,62.2833,-6.5167,Faroe Islands,FO,,admin,414,414
Porkeri,61.4814,-6.7458,Faroe Islands,FO,,admin,297,297
Fámjin,61.5264,-6.8769,Faroe Islands,FO,,admin,83,83
Skarvanes,61.7931,-6.7369,Faroe Islands,FO,,,9,9
Toftir,62.0978,-6.7369,Faroe Islands,FO,,admin,,
Saltangará,62.1156,-6.7206,Faroe Islands,FO,,admin,,
Strendur,62.1096,-6.7617,Faroe Islands,FO,,admin,,
Tvøroyri,61.5544,-6.8063,Faroe Islands,FO,,admin,,
Fuglafjørður,62.2448,-6.8150,Faroe Islands,FO,,admin,,
Vágur,61.4733,-6.8175,Faroe Islands,FO,,admin,,
Norðragøta,62.1990,-6.7432,Faroe Islands,FO,,admin,,
Sørvágur,62.0717,-7.3066,Faroe Islands,FO,,admin,,
Eiði,62.2995,-7.0924,Faroe Islands,FO,,admin,,
Oyrarbakki,62.2079,-6.9997,Faroe Islands,FO,,admin,,
Vestmanna,62.1548,-7.1690,Faroe Islands,FO,,admin,,
Sumba,61.4055,-6.7090,Faroe Islands,FO,,admin,,
Kvívík,62.1186,-7.0737,Faroe Islands,FO,,admin,,
Sandavágur,62.0537,-7.1498,Faroe Islands,FO,,admin,,
Hov,61.5068,-6.7599,Faroe Islands,FO,,admin,,
Viðareiði,62.3600,-6.5313,Faroe Islands,FO,,admin,,
Sandur,61.8344,-6.8171,Faroe Islands,FO,,admin,,
Húsavík,61.8099,-6.6813,Faroe Islands,FO,,admin,,
Skálavík,61.8314,-6.6623,Faroe Islands,FO,,admin,,
Kunoy,62.2917,-6.6702,Faroe Islands,FO,,admin,,
Kirkja,62.3263,-6.3238,Faroe Islands,FO,,admin,,
Skúvoy,61.7710,-6.8050,Faroe Islands,FO,,admin,,
Sandagerði,62.0013,-6.7714,Faroe Islands,FO,,,,
Hoyvík,62.0219,-6.7511,Faroe Islands,FO,,,,
Sund,62.0473,-6.8366,Faroe Islands,FO,,,,
Saltnes,62.1030,-6.7395,Faroe Islands,FO,,,,
Torkilsheyggjur,62.0845,-6.7342,Faroe Islands,FO,,,,
Slættanes,62.1550,-7.2447,Faroe Islands,FO,,,0,0
Skarð,62.3242,-6.6525,Faroe Islands,FO,,,0,0
Víkarbyrgi,61.4428,-6.7244,Faroe Islands,FO,,,0,0
Múli,62.3500,-6.5797,Faroe Islands,FO,,,0,0
Hvítanes,62.0455,-6.7630,Faroe Islands,FO,,,,
Argir,61.9960,-6.7715,Faroe Islands,FO,,,,
Runavík,62.1167,-6.7167,Faroe Islands,FO,,,,
Glyvrar,62.1247,-6.7215,Faroe Islands,FO,,,,
Lambareiði,62.1333,-6.7167,Faroe Islands,FO,,,,
Við Sjógv,62.1197,-6.7501,Faroe Islands,FO,,,,
Sevlendi,62.1128,-6.7553,Faroe Islands,FO,,,,
Heyggjur,62.1080,-6.7638,Faroe Islands,FO,,,,
Vágsheygur,62.2213,-6.5694,Faroe Islands,FO,,,,
Gerðar,62.2333,-6.5667,Faroe Islands,FO,,,,
Myrkjanoyri,62.2291,-6.5772,Faroe Islands,FO,,,,
Vágur,62.2240,-6.5863,Faroe Islands,FO,,,,
Uppsalir,62.2220,-6.5842,Faroe Islands,FO,,,,
Biskupsstøð,62.2270,-6.5768,Faroe Islands,FO,,,,
Gerðar,62.1041,-6.7689,Faroe Islands,FO,,,,
Innan Glyvur,62.1333,-6.7500,Faroe Islands,FO,,,,
Norðoyri,62.2167,-6.5333,Faroe Islands,FO,,,,
Nes,62.0820,-6.7272,Faroe Islands,FO,,,,
Grógv,62.1806,-6.7508,Faroe Islands,FO,,,,
Søldarfjørður,62.1632,-6.7543,Faroe Islands,FO,,,,
Leirvík,62.2099,-6.6928,Faroe Islands,FO,,,,
Við Garð,62.2094,-6.7208,Faroe Islands,FO,,,,
Toftanes,62.2117,-6.7097,Faroe Islands,FO,,,,
Skipanes,62.1721,-6.7650,Faroe Islands,FO,,,,
Syðrugøta,62.1837,-6.7515,Faroe Islands,FO,,,,
Við Kirkjar,62.0456,-7.1955,Faroe Islands,FO,,,,
Miðvágur,62.0494,-7.1925,Faroe Islands,FO,,,,
Jansagerði,62.0439,-7.1859,Faroe Islands,FO,,,,
Ryggur,62.0507,-7.2038,Faroe Islands,FO,,,,
Langasandur,62.1623,-6.7872,Faroe Islands,FO,,,,
Skáli,62.1535,-6.7707,Faroe Islands,FO,,,,
Í Fámara,61.4667,-6.8667,Faroe Islands,FO,,,,
Kráir,61.4674,-6.8138,Faroe Islands,FO,,,,
Krosslið,61.4738,-6.8038,Faroe Islands,FO,,,,
Nes,61.4726,-6.7544,Faroe Islands,FO,,,,
Punthavn,61.5500,-6.8167,Faroe Islands,FO,,,,
Gøtueiði,62.1833,-6.7667,Faroe Islands,FO,,,,
Gøta,62.1989,-6.7361,Faroe Islands,FO,,,,
Norðskáli,62.2219,-7.0051,Faroe Islands,FO,,,,
Æðuvík,62.0692,-6.6861,Faroe Islands,FO,,,,
Ytri Skáli,62.1470,-6.7650,Faroe Islands,FO,,,,
Í Botni,61.4833,-6.7833,Faroe Islands,FO,,,,
Froðba,61.5438,-6.7703,Faroe Islands,FO,,,,
Gøtugjógv,62.1920,-6.7434,Faroe Islands,FO,,,,
Rituvík,62.1045,-6.6870,Faroe Islands,FO,,,,
Ánir,62.2560,-6.5753,Faroe Islands,FO,,,,
Hósvík,62.1500,-6.9333,Faroe Islands,FO,,,,
Trongisvágur,61.5626,-6.8479,Faroe Islands,FO,,,,
Hvítanes,61.5586,-6.8368,Faroe Islands,FO,,,,
Lopra,61.4426,-6.7673,Faroe Islands,FO,,,,
Streymnes,62.1924,-7.0159,Faroe Islands,FO,,,,
