George Town,19.2866,-81.3744,Cayman Islands,KY,,primary,27704,27704
Cayman Palms,19.2667,-81.2667,Cayman Islands,KY,,,,
Lower Valley,19.2833,-81.2833,Cayman Islands,KY,,,,
Omega Gardens,19.3000,-81.3333,Cayman Islands,KY,,,,
Red Bay Estate,19.2833,-81.3500,Cayman Islands,KY,,,,
Half Way Pond,19.2833,-81.3667,Cayman Islands,KY,,,,
Prospect Park,19.2833,-81.3333,Cayman Islands,KY,,,,
Whitehall Estate,19.3000,-81.3667,Cayman Islands,KY,,,,
Tropical Gardens,19.2833,-81.3500,Cayman Islands,KY,,,,
Breezy Castle,19.3000,-81.3667,Cayman Islands,KY,,,,
Spotts,19.2667,-81.3167,Cayman Islands,KY,,,,
Saint James,19.2667,-81.3000,Cayman Islands,KY,,,,
Savannah,19.2667,-81.3000,Cayman Islands,KY,,,,
Pedro,19.2833,-81.2667,Cayman Islands,KY,,,,
North Ward,19.2833,-81.2667,Cayman Islands,KY,,,,
Coral Gables,19.3667,-81.4167,Cayman Islands,KY,,,,
Water Ground,19.3833,-81.4000,Cayman Islands,KY,,,,
Old Stores,19.4000,-81.4000,Cayman Islands,KY,,,,
Mount Pleasant,19.3833,-81.4000,Cayman Islands,KY,,,,
Battle Ground,19.3833,-81.4000,Cayman Islands,KY,,,,
Dusty Place,19.3833,-81.4000,Cayman Islands,KY,,,,
Town Hall Crescent,19.3833,-81.4167,Cayman Islands,KY,,,,
Birch Tree Hill,19.3833,-81.4000,Cayman Islands,KY,,,,
The Common,19.3833,-81.4000,Cayman Islands,KY,,,,
Hell,19.3833,-81.4167,Cayman Islands,KY,,,,
Botabano,19.3833,-81.3833,Cayman Islands,KY,,,,
West Bay,19.3667,-81.4167,Cayman Islands,KY,,,,
Vicksville,19.3667,-81.4167,Cayman Islands,KY,,,,
Upper Land,19.3500,-81.3833,Cayman Islands,KY,,,,
Bodden Town,19.2833,-81.2500,Cayman Islands,KY,,,,
Knob Hill,19.6833,-79.8833,Cayman Islands,KY,,,,
