The Valley,18.2167,-63.0500,Anguilla,AI,,primary,,
White Hill,18.2533,-62.9957,Anguilla,AI,,,,
Crocus Hill,18.2177,-63.0658,Anguilla,AI,,,,
Cannifist,18.2336,-63.0197,Anguilla,AI,,,,
Bungalows,18.1848,-63.1010,Anguilla,AI,,,,
Bethel,18.2000,-63.1000,Anguilla,AI,,,,
Long Ground,18.2022,-63.0598,Anguilla,AI,,,,
Shoal Bay Village,18.2542,-63.0308,Anguilla,AI,,,,
West End Village,18.1700,-63.1589,Anguilla,AI,,,,
Little Dix,18.2332,-63.0364,Anguilla,AI,,,,
Island Harbour,18.2560,-63.0049,Anguilla,AI,,,,
The Quarter,18.2107,-63.0483,Anguilla,AI,,,,
Long Bay Village,18.1876,-63.1288,Anguilla,AI,,,,
The Fountain,18.2490,-63.0312,Anguilla,AI,,,,
East End Village,18.2387,-62.9926,Anguilla,AI,,,,
Long Bay,18.1838,-63.1266,Anguilla,AI,,,,
Long Path,18.2148,-63.0245,Anguilla,AI,,,,
North Hill Village,18.2077,-63.0808,Anguilla,AI,,,,
Junks Hole,18.2520,-62.9892,Anguilla,AI,,,,
Betty Hill,18.2247,-63.0043,Anguilla,AI,,,,
Blowing Point,18.1802,-63.0984,Anguilla,AI,,,,
Mount Fortune,18.2414,-62.9962,Anguilla,AI,,,,
